episodes,tmax,goalcoords,rsz,rmax,seed,pcinit,bptype,npc,alpha,sigma,plr,clr,llr,alr,slr,gamma,nact,beta,balpha,paramsindex,noise,analysis,datadir,figdir,csvname,var_pv,var_rc,var_gr,var_lat
200000,100,[0.5],0.05,5,4,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.009359079691242788,0.01638374234964015,3.257942311120769,1.4083129361057038
200000,100,[0.5],0.05,5,5,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.007819295277904927,0.01692586958009919,3.025285235986905,1.2537745120217918
200000,100,[0.5],0.05,5,7,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.014977928031288683,0.01684854852031528,3.1657392003931144,1.384518796734331
200000,100,[0.5],0.05,5,1,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.008131626654988323,0.016318680389115554,3.391011393938704,1.4228061080767183
200000,100,[0.5],0.05,5,2,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.01688194928022816,0.019939587035515027,3.0506925787794166,1.3807393711836118
200000,100,[0.5],0.05,5,6,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.006062731619542777,0.018081883107307933,2.9240900587251373,1.4119090028922088
200000,100,[0.5],0.05,5,9,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.018877076164659494,0.02117460619338095,3.132057850368963,1.3438683825280855
200000,100,[0.5],0.05,5,3,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.00992207570625512,0.016994513902194534,3.0513440065999626,1.3801704077471029
200000,100,[0.5],0.05,5,0,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.01374962903070829,0.01907662544952394,3.1266291108945508,1.342680384893378
200000,100,[0.5],0.05,5,8,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.007364728898629795,0.017070029528173183,3.1484005849818364,1.3390228685622558
200000,100,[0.5],0.05,5,7,uni,both,64,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,"[3, 4]",0.1,drift,./data/,./fig/,results_noise,0.47205188117841684,0.32489042968607945,8.660868420645642,28.001932067141635
200000,100,[0.5],0.05,5,5,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.00933334683553732,0.023346029773366497,3.139301706240692,1.2782794566381424
200000,100,[0.5],0.05,5,4,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.009929560684430587,0.015609213754426945,3.262313627778513,1.4623238627096327
200000,100,[0.5],0.05,5,2,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.009720431293457414,0.015345261399468894,3.14024165224947,1.3338657448003797
200000,100,[0.5],0.05,5,3,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.007698981380085348,0.011003178081877459,3.175225774407534,1.3440614536235223
200000,100,[0.5],0.05,5,6,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.0185294200347353,0.02159009692993869,3.1512838634607983,1.3742332688915175
200000,100,[0.5],0.05,5,1,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.007720557691363,0.01670923865511694,3.1736406167553404,1.2846577981461313
200000,100,[0.5],0.05,5,0,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.007673935142993302,0.015500070941849279,3.1889465322427615,1.2553829898128006
200000,100,[0.5],0.05,5,7,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.010149118591229224,0.015300980261976412,3.3387877592781408,1.3639660307100048
200000,100,[0.5],0.05,5,8,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.018238302134906088,0.01882259167683761,3.245993705733187,1.2875894411556348
200000,100,[0.5],0.05,5,9,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-05,drift,./data/,./fig/,results_noise,0.016954490203964726,0.019290503864108445,2.952968409609797,1.4857015764756196
200000,100,[0.5],0.05,5,6,uni,both,64,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0001,0.9,2,1,0.0,[4],0.005,drift,./data/,./fig/,results_noise,0.12167637453614732,0.09638158285010112,11.607166662265758,37.08553971766412
200000,100,[0.5],0.05,5,8,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.013514559642082664,0.019122568318649964,3.367051396382833,1.3064122119576302
200000,100,[0.5],0.05,5,9,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.015221735150625262,0.020892742447116103,3.1535462265501715,2.617717756948533
200000,100,[0.5],0.05,5,0,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0001,drift,./data/,./fig/,results_noise,0.02965450799198851,0.026408381774939708,3.3356862269005543,1.2293006664615236
200000,100,[0.5],0.05,5,7,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-05,drift,./data/,./fig/,results_noise,0.01436242825070539,0.014999405883713455,3.3790103686508752,1.2723743584524947
200000,100,[0.5],0.05,5,2,uni,both,64,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,"[3, 4]",0.1,drift,./data/,./fig/,results_noise,0.2112401892339053,0.1679427565385993,8.601542010084525,25.80743622383558
200000,100,[0.5],0.05,5,3,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0001,drift,./data/,./fig/,results_noise,0.007904753552526846,0.021742951792796124,2.895080863035453,1.250759623719805
200000,100,[0.5],0.05,5,1,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0001,drift,./data/,./fig/,results_noise,0.011070274747511075,0.015501124603641715,3.188579717677466,1.3561386127583106
